date,date_time_utc_sampling,date_time_utc_start,date_time_utc_end,temperature_sampling,temperature_incubation_avg,T0_TF,dilution,nutrient_treatment,replicate_bottle,replicate_chl,filter_size,vol_filtered,vol_extracted,dilution_factor,Fs,r,fo,fa,blank,blank_acid,fo_blank,fa_blank,fo_fa,chl,phaeo,iode_quality_flag
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,T0,wsw,NA,NA,b,>10&<200,180,6,1,0.249,2.052,114,63.7,0.19,0.22,113.81,63.48,1.79284814114682,0.81482930418251,0.26633666381749,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,T0,wsw,NA,NA,c,>10&<200,180,6,1,0.249,2.052,404,211,0.19,0.22,403.81,210.78,1.91578897428599,3.12510432319392,0.464816324806083,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,dil,N,a,a,>0&<200,180,6,1,0.249,2.052,181,116,0.27,0.23,180.73,115.77,1.56111255074717,1.05168511026616,0.92006322173384,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,dil,N,a,b,>0&<200,180,6,1,0.249,2.052,186,112,0.27,0.23,185.73,111.77,1.66171602397781,1.1973927148289,0.706229217171103,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,dil,N,a,c,>0&<200,180,6,1,0.249,2.052,185,110,0.27,0.23,184.73,109.77,1.68288239045276,1.2135824486692,0.655976283330799,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,dil,N,b,a,>0&<200,180,6,1,0.249,2.052,186,111,0.27,0.23,185.73,110.77,1.67671752279498,1.2135824486692,0.673007883330799,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,dil,N,b,b,>0&<200,180,6,1,0.249,2.052,170,103,0.27,0.23,169.73,102.77,1.65155200934125,1.08406457794677,0.666272954053232,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,dil,N,b,c,>0&<200,180,6,1,0.249,2.052,146,111,0.27,0.23,145.73,110.77,1.3156089193825,0.565993095057034,1.32059723694297,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,wsw,NoN,a,a,>0&<200,180,6,1,0.249,2.052,492,316,0.27,0.23,491.73,315.77,1.55724102986351,2.84874556653992,2.52932276546007,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,wsw,NoN,a,b,>0&<200,180,6,1,0.249,2.052,500,329,0.27,0.23,499.73,328.77,1.51999878334398,2.7677968973384,2.8316822346616,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,wsw,NoN,a,c,>0&<200,180,6,1,0.249,2.052,425,278,0.27,0.23,424.73,277.77,1.52907081398279,2.3792432851711,2.3516242468289,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,wsw,NoN,b,a,>0&<200,180,6,1,0.249,2.052,465,301,0.27,0.23,464.73,300.77,1.54513415566712,2.65446876045627,2.46812557154373,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,wsw,NoN,b,b,>0&<200,180,6,1,0.249,2.052,492,299,0.27,0.23,491.73,298.77,1.64584797670449,3.1239710418251,1.9645600901749,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,wsw,NoN,b,c,>0&<200,180,6,1,0.249,2.052,23.6,13.9,0.27,0.23,23.33,13.67,1.70665691294806,0.156392828897338,0.0764291431026616,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,wsw,N,a,a,>0&<200,180,6,1,0.249,2.052,510,312,0.27,0.23,509.73,311.77,1.63495525547679,3.20491971102662,2.10502222097338,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,wsw,N,a,b,>0&<200,180,6,1,0.249,2.052,486,302,0.27,0.23,485.73,301.77,1.60960334029228,2.97826343726236,2.16136249473764,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,wsw,N,a,c,>0&<200,180,6,1,0.249,2.052,458,279,0.27,0.23,457.73,278.77,1.64196290849087,2.89731476806084,1.85058436393916,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,wsw,N,b,a,>0&<200,180,6,1,0.249,2.052,511,310,0.27,0.23,510.73,309.77,1.64873938728734,3.25348891254753,2.02238981945247,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,wsw,N,b,b,>0&<200,180,6,1,0.249,2.052,518,317,0.27,0.23,517.73,316.77,1.63440351043344,3.25348891254753,2.14161101945247,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,wsw,N,b,c,>0&<200,180,6,1,0.249,2.052,479,297,0.27,0.23,478.73,296.77,1.61313475081713,2.94588396958175,2.10858396241825,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,dil,N,a,a,>10&<200,180,6,1,0.249,2.052,125,63.7,0.27,0.23,124.73,63.47,1.96518040018907,0.991783095057034,0.0892125569429658,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,dil,N,a,b,>10&<200,180,6,1,0.249,2.052,134,67.4,0.27,0.23,133.73,67.17,1.99091856483549,1.07758868441065,0.0664238875893538,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,dil,N,a,c,>10&<200,180,6,1,0.249,2.052,125,65,0.27,0.23,124.73,64.77,1.92573722402347,0.970736441064639,0.132400290935361,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,dil,N,b,a,>10&<200,180,6,1,0.249,2.052,134,67.9,0.27,0.23,133.73,67.67,1.97620806856805,1.06949381749049,0.0830345545095061,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,dil,N,b,b,>10&<200,180,6,1,0.249,2.052,137,70.3,0.27,0.23,136.73,70.07,1.95133437990581,1.07920765779468,0.114196554205323,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,dil,N,b,c,>10&<200,180,6,1,0.249,2.052,134,68.1,0.27,0.23,133.73,67.87,1.97038455871519,1.06625587072243,0.0896788212775671,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,wsw,NoN,a,a,>10&<200,180,6,1,0.249,2.052,379,195,0.27,0.23,378.73,194.77,1.94449863942086,2.97826343726236,0.338981294737643,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,wsw,NoN,a,b,>10&<200,180,6,1,0.249,2.052,258,205,0.27,0.23,257.73,204.77,1.25863163549348,0.85740830418251,2.63015242781749,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,wsw,NoN,a,c,>10&<200,180,6,1,0.249,2.052,370,200,0.27,0.23,369.73,199.77,1.85077839515443,2.7516071634981,0.650795568501901,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,wsw,NoN,b,a,>10&<200,180,6,1,0.249,2.052,373,193,0.27,0.23,372.73,192.77,1.9335477512061,2.91350450190114,0.36967703009886,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,wsw,NoN,b,b,>10&<200,180,6,1,0.249,2.052,307,199,0.27,0.23,306.73,198.77,1.54314031292449,1.74784366539924,1.63752746660076,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,wsw,NoN,b,c,>10&<200,180,6,1,0.249,2.052,344,195,0.27,0.23,343.73,194.77,1.76479950711095,2.41162275285171,0.905621979148289,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,wsw,N,a,a,>10&<200,180,6,1,0.249,2.052,328,173,0.27,0.23,327.73,172.77,1.89691497366441,2.50876115589354,0.433788376106464,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,wsw,N,a,b,>10&<200,180,6,1,0.249,2.052,94.4,49.1,0.27,0.23,94.13,48.87,1.92613055043994,0.732747353612167,0.0995869383878327,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,wsw,N,a,c,>10&<200,180,6,1,0.249,2.052,NaN,NaN,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,wsw,N,b,a,>10&<200,180,6,1,0.249,2.052,369,195,0.27,0.23,368.73,194.77,1.89315603018945,2.81636609885932,0.500878633140684,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,wsw,N,b,b,>10&<200,180,6,1,0.249,2.052,419,214,0.27,0.23,418.73,213.77,1.95878748187304,3.31824784790875,0.322597284091255,NaN
20220221,02/21/2022 07:00,02/21/2022 10:05,02/22/2022 10:15,3.9,3.2,TF,wsw,N,b,c,>10&<200,180,6,1,0.249,2.052,371,190,0.27,0.23,370.73,189.77,1.95357538072403,2.92969423574144,0.302392496258555,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,T0,dil,NA,NA,a,>0&<200,180,6,1,0.865,2.179,92.4,54.1,0.19,0.22,92.21,53.88,1.71139569413512,2.04257069691829,1.34259296308171,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,T0,dil,NA,NA,b,>0&<200,180,6,1,0.865,2.179,69.8,53.4,0.19,0.22,69.61,53.18,1.30895073335841,0.875539696070116,2.46564448059655,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,T0,dil,NA,NA,c,>0&<200,180,6,1,0.865,2.179,80.7,50.2,0.19,0.22,80.51,49.98,1.61084433773509,1.62691581990387,1.51321929009613,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,T0,dil,NA,NA,a,>10&<200,180,6,1,0.865,2.179,88,41.9,0.19,0.22,87.81,41.68,2.10676583493282,2.45822557393271,0.160438519400622,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,T0,dil,NA,NA,b,>10&<200,180,6,1,0.865,2.179,68.3,33.8,0.19,0.22,68.11,33.58,2.02829064919595,1.84007216709075,0.269686476242578,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,T0,dil,NA,NA,c,>10&<200,180,6,1,0.865,2.179,82.1,41.7,0.19,0.22,81.91,41.48,1.97468659594986,2.15447777919141,0.451620747475261,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,T0,wsw,NA,NA,a,>0&<200,180,6,1,0.865,2.179,391,206,0.19,0.22,390.81,205.78,1.89916415589464,9.86007972999717,3.06863181333616,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,T0,wsw,NA,NA,b,>0&<200,180,6,1,0.865,2.179,457,206,0.19,0.22,456.81,205.78,2.21989503353096,13.3771594585807,-0.448447915247386,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,T0,wsw,NA,NA,c,>0&<200,180,6,1,0.865,2.179,399,205,0.19,0.22,398.81,204.78,1.94750463912491,10.3396815111677,2.52620219883234,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,T0,wsw,NA,NA,a,>10&<200,180,6,1,0.865,2.179,373,181,0.19,0.22,372.81,180.78,2.06223033521407,10.2331033375742,1.12491237242578,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,T0,wsw,NA,NA,b,>10&<200,180,6,1,0.865,2.179,313,149,0.19,0.22,312.81,148.78,2.10250033606668,8.74100890726604,0.606516136067289,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,T0,wsw,NA,NA,c,>10&<200,180,6,1,0.865,2.179,275,174,0.19,0.22,274.81,173.78,1.58136724594315,5.38379643907266,5.534424437594,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,dil,N,a,a,>0&<200,180,6,1,0.865,2.179,103,55.6,0.27,0.23,102.73,55.37,1.85533682499548,2.52377115069268,0.955005980973988,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,dil,N,a,b,>0&<200,180,6,1,0.865,2.179,103,55.7,0.27,0.23,102.73,55.47,1.85199206778439,2.51844224201301,0.966617672986994,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,dil,N,a,c,>0&<200,180,6,1,0.865,2.179,102,54.7,0.27,0.23,101.73,54.47,1.86763355975766,2.51844224201301,0.90378983965366,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,dil,N,b,a,>0&<200,180,6,1,0.865,2.179,112,63,0.27,0.23,111.73,62.77,1.77999044129361,2.60903368956743,1.3346694087659,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,dil,N,b,b,>0&<200,180,6,1,0.865,2.179,98.3,54.4,0.27,0.23,98.03,54.17,1.80967325087687,2.33725934690416,1.06612438476251,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,dil,N,b,c,>0&<200,180,6,1,0.865,2.179,96.4,49.9,0.27,0.23,96.13,49.67,1.93537346486813,2.47581097257563,0.644847509091038,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,wsw,NoN,a,a,>0&<200,180,6,1,0.865,2.179,399,212,0.27,0.23,398.73,211.77,1.88284459555178,9.96292766751484,3.34212259748515,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,wsw,NoN,a,b,>0&<200,180,6,1,0.865,2.179,381,206,0.27,0.23,380.73,205.77,1.85026971861787,9.3234586259542,3.6046246390458,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,wsw,NoN,a,c,>0&<200,180,6,1,0.865,2.179,422,227,0.27,0.23,421.73,226.77,1.85972571327777,10.3892403618886,3.85822740311139,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,wsw,NoN,b,a,>0&<200,180,6,1,0.865,2.179,380,214,0.27,0.23,379.73,213.77,1.77634841184451,8.84385684478372,4.58684908688295,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,wsw,NoN,b,b,>0&<200,180,6,1,0.865,2.179,398,209,0.27,0.23,397.73,208.77,1.90511088757963,10.0695058411083,3.04706092389172,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,wsw,NoN,b,c,>0&<200,180,6,1,0.865,2.179,395,208,0.27,0.23,394.73,207.77,1.8998411705251,9.96292766751484,3.09081126415182,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,wsw,N,a,a,>0&<200,180,6,1,0.865,2.179,404,211,0.27,0.23,403.73,210.77,1.91550030839304,10.2826621882952,2.9595602433715,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,wsw,N,a,b,>0&<200,180,6,1,0.865,2.179,400,209,0.27,0.23,399.73,208.77,1.91469080806629,10.1760840147017,2.94048275029827,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,wsw,N,a,c,>0&<200,180,6,1,0.865,2.179,398,213,0.27,0.23,397.73,212.77,1.86929548338582,9.8563494939214,3.51152860441193,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,wsw,N,b,a,>0&<200,180,6,1,0.865,2.179,407,213,0.27,0.23,406.73,212.77,1.91159467970109,10.3359512750919,3.03192682324145,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,wsw,N,b,b,>0&<200,180,6,1,0.865,2.179,408,214,0.27,0.23,407.73,213.77,1.90733030827525,10.3359512750919,3.09475465657478,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,wsw,N,b,c,>0&<200,180,6,1,0.865,2.179,394,208,0.27,0.23,393.73,207.77,1.89502815613419,9.90963858071812,3.14410035094854,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,dil,N,a,a,>10&<200,180,6,1,0.865,2.179,89.4,44.4,0.27,0.23,89.13,44.17,2.0178854426081,2.39587734238055,0.379228055952785,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,dil,N,a,b,>10&<200,180,6,1,0.865,2.179,89.6,46.7,0.27,0.23,89.33,46.47,1.92231547234775,2.28397026010744,0.635639154892564,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,dil,N,a,c,>10&<200,180,6,1,0.865,2.179,90.1,44.1,0.27,0.23,89.83,43.87,2.0476407567814,2.44916642917727,0.307090619156064,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,dil,N,b,a,>10&<200,180,6,1,0.865,2.179,81.3,43.7,0.27,0.23,81.03,43.47,1.86404416839199,2.00153810008482,0.729587814915182,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,dil,N,b,b,>10&<200,180,6,1,0.865,2.179,84.5,42.3,0.27,0.23,84.23,42.07,2.00213929165676,2.24666789934973,0.396499048983602,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,dil,N,b,c,>10&<200,180,6,1,0.865,2.179,88.8,45.2,0.27,0.23,88.53,44.97,1.96864576384256,2.32127262086514,0.50409504413486,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,wsw,NoN,a,a,>10&<200,180,6,1,0.865,2.179,207,102,0.27,0.23,206.73,101.77,2.03134519013462,5.59322255018377,0.800766048149561,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,wsw,NoN,a,b,>10&<200,180,6,1,0.865,2.179,329,161,0.27,0.23,328.73,160.77,2.04472227405611,8.95043501837716,1.15039574662284,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,wsw,NoN,a,c,>10&<200,180,6,1,0.865,2.179,336,176,0.27,0.23,335.73,175.77,1.91005291005291,8.52412232400339,2.51912594099661,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,wsw,NoN,b,a,>10&<200,180,6,1,0.865,2.179,362,180,0.27,0.23,361.73,179.77,2.01218223285309,9.69648223353124,1.59807736480209,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,wsw,NoN,b,b,>10&<200,180,6,1,0.865,2.179,370,179,0.27,0.23,369.73,178.77,2.06818817474968,10.1760840147017,1.05564775029827,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,wsw,NoN,b,c,>10&<200,180,6,1,0.865,2.179,355,181,0.27,0.23,354.73,180.77,1.96232781988162,9.27016953915748,2.08721789250919,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,wsw,N,a,a,>10&<200,180,6,1,0.865,2.179,373,188,0.27,0.23,372.73,187.77,1.98503488310167,9.8563494939214,1.9408327710786,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,wsw,N,a,b,>10&<200,180,6,1,0.865,2.179,383,189,0.27,0.23,382.73,188.77,2.02749377549399,10.3359512750919,1.52405882324145,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,wsw,N,a,c,>10&<200,180,6,1,0.865,2.179,380,188,0.27,0.23,379.73,187.77,2.02231453373808,10.2293731014984,1.56780916350155,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,wsw,N,b,a,>10&<200,180,6,1,0.865,2.179,375,189,0.27,0.23,374.73,188.77,1.985114160089,9.90963858071812,1.95037151761521,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,wsw,N,b,b,>10&<200,180,6,1,0.865,2.179,364,188,0.27,0.23,363.73,187.77,1.93710390371199,9.37674771275092,2.42043455224908,NaN
20220228,02/28/2022 07:00,02/28/2022 10:15,03/01/2022 10:05,0.7,0,TF,wsw,N,b,c,>10&<200,180,6,1,0.865,2.179,385,192,0.27,0.23,384.73,191.77,2.00620535015904,10.2826621882952,1.76583141003817,NaN
20220307,03/07/2022 07:00,03/07/2022 10:00,03/08/2022 07:55,4.9,4,T0,dil,NA,NA,a,>0&<200,180,6,1,0.865,2.179,15.6,10.2,0.94,0.92,14.66,9.28,1.57974137931034,0.286695286966356,0.296347006366977,NaN
20220307,03/07/2022 07:00,03/07/2022 10:00,03/08/2022 07:55,4.9,4,T0,dil,NA,NA,b,>0&<200,180,6,1,0.865,2.179,21.8,14.2,0.94,0.92,20.86,13.28,1.57078313253012,0.40393127791914,0.430422348747526,NaN
20220307,03/07/2022 07:00,03/07/2022 10:00,03/08/2022 07:55,4.9,4,T0,dil,NA,NA,c,>0&<200,180,6,1,0.865,2.179,22,14.4,0.94,0.92,21.06,13.48,1.56231454005935,0.40393127791914,0.442987915414193,NaN
20220307,03/07/2022 07:00,03/07/2022 10:00,03/08/2022 07:55,4.9,4,T0,dil,NA,NA,a,>10&<200,180,6,1,0.865,2.179,7.6,4.6,0.94,0.92,6.66,3.68,1.80978260869565,0.158801478654227,0.0724049480124399,NaN
20220307,03/07/2022 07:00,03/07/2022 10:00,03/08/2022 07:55,4.9,4,T0,dil,NA,NA,b,>10&<200,180,6,1,0.865,2.179,9.3,5.4,0.94,0.92,8.36,4.48,1.86607142857143,0.206761656771275,0.0747070365620583,NaN
20220307,03/07/2022 07:00,03/07/2022 10:00,03/08/2022 07:55,4.9,4,T0,dil,NA,NA,c,>10&<200,180,6,1,0.865,2.179,8.5,5.3,0.94,0.92,7.56,4.38,1.72602739726027,0.169459296013571,0.105726613986429,NaN
20220307,03/07/2022 07:00,03/07/2022 10:00,03/08/2022 07:55,4.9,4,T0,wsw,NA,NA,a,>0&<200,180,6,1,0.865,2.179,76,46.7,0.94,0.92,75.06,45.78,1.63958060288336,1.56030446140797,1.31595374859203,NaN
20220307,03/07/2022 07:00,03/07/2022 10:00,03/08/2022 07:55,4.9,4,T0,wsw,NA,NA,b,>0&<200,180,6,1,0.865,2.179,70.7,42.5,0.94,0.92,69.76,41.58,1.67772967772968,1.50168646593158,1.11069484406842,NaN
20220307,03/07/2022 07:00,03/07/2022 10:00,03/08/2022 07:55,4.9,4,T0,wsw,NA,NA,c,>0&<200,180,6,1,0.865,2.179,69.5,43.3,0.94,0.92,68.56,42.38,1.61774421897121,1.39510829233814,1.26753528432853,NaN
20220307,03/07/2022 07:00,03/07/2022 10:00,03/08/2022 07:55,4.9,4,T0,wsw,NA,NA,a,>10&<200,180,6,1,0.865,2.179,38.3,21.2,0.94,0.92,37.36,20.28,1.8422090729783,0.910177602487984,0.363970857512016,NaN
20220307,03/07/2022 07:00,03/07/2022 10:00,03/08/2022 07:55,4.9,4,T0,wsw,NA,NA,b,>10&<200,180,6,1,0.865,2.179,38.4,21.1,0.94,0.92,37.46,20.18,1.85629335976214,0.920835419847328,0.347030256819338,NaN
