date,date_time_utc_sampling,date_time_utc_start,date_time_utc_end,temperature_sampling,temperature_incubation_avg,T0_TF,dilution,nutrient_treatment,replicate_bottle,replicate_chl,filter_size,vol_filtered,vol_extracted,dilution_factor,Fs,r,fo,fa,blank,blank_acid,fo_blank,fa_blank,fo_fa,chl,phaeo,iode_quality_flag
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,T0,wsw,NA,NA,b,>10&<200,180,6,1,0.249,2.052,114,63.7,0.19,0.22,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,T0,wsw,NA,NA,c,>10&<200,180,6,1,0.249,2.052,404,211,0.19,0.22,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,dil,N,a,a,>0&<200,180,6,1,0.249,2.052,181,116,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,dil,N,a,b,>0&<200,180,6,1,0.249,2.052,186,112,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,dil,N,a,c,>0&<200,180,6,1,0.249,2.052,185,110,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,dil,N,b,a,>0&<200,180,6,1,0.249,2.052,186,111,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,dil,N,b,b,>0&<200,180,6,1,0.249,2.052,170,103,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,dil,N,b,c,>0&<200,180,6,1,0.249,2.052,146,111,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,wsw,NoN,a,a,>0&<200,180,6,1,0.249,2.052,492,316,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,wsw,NoN,a,b,>0&<200,180,6,1,0.249,2.052,500,329,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,wsw,NoN,a,c,>0&<200,180,6,1,0.249,2.052,425,278,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,wsw,NoN,b,a,>0&<200,180,6,1,0.249,2.052,465,301,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,wsw,NoN,b,b,>0&<200,180,6,1,0.249,2.052,492,299,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,wsw,NoN,b,c,>0&<200,180,6,1,0.249,2.052,23.6,13.9,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,wsw,N,a,a,>0&<200,180,6,1,0.249,2.052,510,312,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,wsw,N,a,b,>0&<200,180,6,1,0.249,2.052,486,302,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,wsw,N,a,c,>0&<200,180,6,1,0.249,2.052,458,279,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,wsw,N,b,a,>0&<200,180,6,1,0.249,2.052,511,310,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,wsw,N,b,b,>0&<200,180,6,1,0.249,2.052,518,317,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,wsw,N,b,c,>0&<200,180,6,1,0.249,2.052,479,297,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,dil,N,a,a,>10&<200,180,6,1,0.249,2.052,125,63.7,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,dil,N,a,b,>10&<200,180,6,1,0.249,2.052,134,67.4,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,dil,N,a,c,>10&<200,180,6,1,0.249,2.052,125,65,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,dil,N,b,a,>10&<200,180,6,1,0.249,2.052,134,67.9,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,dil,N,b,b,>10&<200,180,6,1,0.249,2.052,137,70.3,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,dil,N,b,c,>10&<200,180,6,1,0.249,2.052,134,68.1,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,wsw,NoN,a,a,>10&<200,180,6,1,0.249,2.052,379,195,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,wsw,NoN,a,b,>10&<200,180,6,1,0.249,2.052,258,205,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,wsw,NoN,a,c,>10&<200,180,6,1,0.249,2.052,370,200,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,wsw,NoN,b,a,>10&<200,180,6,1,0.249,2.052,373,193,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,wsw,NoN,b,b,>10&<200,180,6,1,0.249,2.052,307,199,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,wsw,NoN,b,c,>10&<200,180,6,1,0.249,2.052,344,195,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,wsw,N,a,a,>10&<200,180,6,1,0.249,2.052,328,173,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,wsw,N,a,b,>10&<200,180,6,1,0.249,2.052,94.4,49.1,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,wsw,N,a,c,>10&<200,180,6,1,0.249,2.052,NaN,NaN,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,wsw,N,b,a,>10&<200,180,6,1,0.249,2.052,369,195,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,wsw,N,b,b,>10&<200,180,6,1,0.249,2.052,419,214,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220221,2/21/2022 7:00,2/21/2022 10:05,2/22/2022 10:15,3.9,3.2,TF,wsw,N,b,c,>10&<200,180,6,1,0.249,2.052,371,190,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,T0,dil,NA,NA,a,>0&<200,180,6,1,0.865,2.179,92.4,54.1,0.19,0.22,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,T0,dil,NA,NA,b,>0&<200,180,6,1,0.865,2.179,69.8,53.4,0.19,0.22,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,T0,dil,NA,NA,c,>0&<200,180,6,1,0.865,2.179,80.7,50.2,0.19,0.22,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,T0,dil,NA,NA,a,>10&<200,180,6,1,0.865,2.179,88,41.9,0.19,0.22,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,T0,dil,NA,NA,b,>10&<200,180,6,1,0.865,2.179,68.3,33.8,0.19,0.22,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,T0,dil,NA,NA,c,>10&<200,180,6,1,0.865,2.179,82.1,41.7,0.19,0.22,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,T0,wsw,NA,NA,a,>0&<200,180,6,1,0.865,2.179,391,206,0.19,0.22,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,T0,wsw,NA,NA,b,>0&<200,180,6,1,0.865,2.179,457,206,0.19,0.22,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,T0,wsw,NA,NA,c,>0&<200,180,6,1,0.865,2.179,399,205,0.19,0.22,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,T0,wsw,NA,NA,a,>10&<200,180,6,1,0.865,2.179,373,181,0.19,0.22,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,T0,wsw,NA,NA,b,>10&<200,180,6,1,0.865,2.179,313,149,0.19,0.22,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,T0,wsw,NA,NA,c,>10&<200,180,6,1,0.865,2.179,275,174,0.19,0.22,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,dil,N,a,a,>0&<200,180,6,1,0.865,2.179,103,55.6,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,dil,N,a,b,>0&<200,180,6,1,0.865,2.179,103,55.7,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,dil,N,a,c,>0&<200,180,6,1,0.865,2.179,102,54.7,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,dil,N,b,a,>0&<200,180,6,1,0.865,2.179,112,63,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,dil,N,b,b,>0&<200,180,6,1,0.865,2.179,98.3,54.4,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,dil,N,b,c,>0&<200,180,6,1,0.865,2.179,96.4,49.9,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,wsw,NoN,a,a,>0&<200,180,6,1,0.865,2.179,399,212,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,wsw,NoN,a,b,>0&<200,180,6,1,0.865,2.179,381,206,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,wsw,NoN,a,c,>0&<200,180,6,1,0.865,2.179,422,227,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,wsw,NoN,b,a,>0&<200,180,6,1,0.865,2.179,380,214,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,wsw,NoN,b,b,>0&<200,180,6,1,0.865,2.179,398,209,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,wsw,NoN,b,c,>0&<200,180,6,1,0.865,2.179,395,208,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,wsw,N,a,a,>0&<200,180,6,1,0.865,2.179,404,211,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,wsw,N,a,b,>0&<200,180,6,1,0.865,2.179,400,209,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,wsw,N,a,c,>0&<200,180,6,1,0.865,2.179,398,213,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,wsw,N,b,a,>0&<200,180,6,1,0.865,2.179,407,213,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,wsw,N,b,b,>0&<200,180,6,1,0.865,2.179,408,214,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,wsw,N,b,c,>0&<200,180,6,1,0.865,2.179,394,208,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,dil,N,a,a,>10&<200,180,6,1,0.865,2.179,89.4,44.4,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,dil,N,a,b,>10&<200,180,6,1,0.865,2.179,89.6,46.7,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,dil,N,a,c,>10&<200,180,6,1,0.865,2.179,90.1,44.1,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,dil,N,b,a,>10&<200,180,6,1,0.865,2.179,81.3,43.7,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,dil,N,b,b,>10&<200,180,6,1,0.865,2.179,84.5,42.3,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,dil,N,b,c,>10&<200,180,6,1,0.865,2.179,88.8,45.2,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,wsw,NoN,a,a,>10&<200,180,6,1,0.865,2.179,207,102,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,wsw,NoN,a,b,>10&<200,180,6,1,0.865,2.179,329,161,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,wsw,NoN,a,c,>10&<200,180,6,1,0.865,2.179,336,176,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,wsw,NoN,b,a,>10&<200,180,6,1,0.865,2.179,362,180,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,wsw,NoN,b,b,>10&<200,180,6,1,0.865,2.179,370,179,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,wsw,NoN,b,c,>10&<200,180,6,1,0.865,2.179,355,181,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,wsw,N,a,a,>10&<200,180,6,1,0.865,2.179,373,188,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,wsw,N,a,b,>10&<200,180,6,1,0.865,2.179,383,189,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,wsw,N,a,c,>10&<200,180,6,1,0.865,2.179,380,188,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,wsw,N,b,a,>10&<200,180,6,1,0.865,2.179,375,189,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,wsw,N,b,b,>10&<200,180,6,1,0.865,2.179,364,188,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220228,2/28/2022 7:00,2/28/2022 10:15,3/1/2022 10:05,0.7,0,TF,wsw,N,b,c,>10&<200,180,6,1,0.865,2.179,385,192,0.27,0.23,NaN,NaN,NaN,NaN,NaN,NaN
20220307,3/7/2022 7:00,3/7/2022 10:00,3/8/2022 7:55,4.9,4,T0,dil,NA,NA,a,>0&<200,180,6,1,0.865,2.179,15.6,10.2,0.94,0.92,NaN,NaN,NaN,NaN,NaN,NaN
20220307,3/7/2022 7:00,3/7/2022 10:00,3/8/2022 7:55,4.9,4,T0,dil,NA,NA,b,>0&<200,180,6,1,0.865,2.179,21.8,14.2,0.94,0.92,NaN,NaN,NaN,NaN,NaN,NaN
20220307,3/7/2022 7:00,3/7/2022 10:00,3/8/2022 7:55,4.9,4,T0,dil,NA,NA,c,>0&<200,180,6,1,0.865,2.179,22,14.4,0.94,0.92,NaN,NaN,NaN,NaN,NaN,NaN
20220307,3/7/2022 7:00,3/7/2022 10:00,3/8/2022 7:55,4.9,4,T0,dil,NA,NA,a,>10&<200,180,6,1,0.865,2.179,7.6,4.6,0.94,0.92,NaN,NaN,NaN,NaN,NaN,NaN
20220307,3/7/2022 7:00,3/7/2022 10:00,3/8/2022 7:55,4.9,4,T0,dil,NA,NA,b,>10&<200,180,6,1,0.865,2.179,9.3,5.4,0.94,0.92,NaN,NaN,NaN,NaN,NaN,NaN
20220307,3/7/2022 7:00,3/7/2022 10:00,3/8/2022 7:55,4.9,4,T0,dil,NA,NA,c,>10&<200,180,6,1,0.865,2.179,8.5,5.3,0.94,0.92,NaN,NaN,NaN,NaN,NaN,NaN
20220307,3/7/2022 7:00,3/7/2022 10:00,3/8/2022 7:55,4.9,4,T0,wsw,NA,NA,a,>0&<200,180,6,1,0.865,2.179,76,46.7,0.94,0.92,NaN,NaN,NaN,NaN,NaN,NaN
20220307,3/7/2022 7:00,3/7/2022 10:00,3/8/2022 7:55,4.9,4,T0,wsw,NA,NA,b,>0&<200,180,6,1,0.865,2.179,70.7,42.5,0.94,0.92,NaN,NaN,NaN,NaN,NaN,NaN
20220307,3/7/2022 7:00,3/7/2022 10:00,3/8/2022 7:55,4.9,4,T0,wsw,NA,NA,c,>0&<200,180,6,1,0.865,2.179,69.5,43.3,0.94,0.92,NaN,NaN,NaN,NaN,NaN,NaN
20220307,3/7/2022 7:00,3/7/2022 10:00,3/8/2022 7:55,4.9,4,T0,wsw,NA,NA,a,>10&<200,180,6,1,0.865,2.179,38.3,21.2,0.94,0.92,NaN,NaN,NaN,NaN,NaN,NaN
20220307,3/7/2022 7:00,3/7/2022 10:00,3/8/2022 7:55,4.9,4,T0,wsw,NA,NA,b,>10&<200,180,6,1,0.865,2.179,38.4,21.1,0.94,0.92,NaN,NaN,NaN,NaN,NaN,NaN
20220307,3/7/2022 7:00,3/7/2022 10:00,3/8/2022 7:55,4.9,4,T0,wsw,NA,NA,c,>10&<200,180,6,1,0.865,2.179,37.6,20.5,0.94,0.92,NaN,NaN,NaN,NaN,NaN,NaN
20220307,3/7/2022 7:00,3/7/2022 10:00,3/8/2022 7:55,4.9,4,TF,dil,N,a,a,>0&<200,180,6,1,0.865,2.179,48.6,30,0.98,0.9,NaN,NaN,NaN,NaN,NaN,NaN
20220307,3/7/2022 7:00,3/7/2022 10:00,3/8/2022 7:55,4.9,4,TF,dil,N,a,b,>0&<200,180,6,1,0.865,2.179,21.1,13,0.98,0.9,NaN,NaN,NaN,NaN,NaN,NaN
20220307,3/7/2022 7:00,3/7/2022 10:00,3/8/2022 7:55,4.9,4,TF,dil,N,a,c,>0&<200,180,6,1,0.865,2.179,20.5,12.6,0.98,0.9,NaN,NaN,NaN,NaN,NaN,NaN
20220307,3/7/2022 7:00,3/7/2022 10:00,3/8/2022 7:55,4.9,4,TF,dil,N,b,a,>0&<200,180,6,1,0.865,2.179,23.4,15.2,0.98,0.9,NaN,NaN,NaN,NaN,NaN,NaN
20220307,3/7/2022 7:00,3/7/2022 10:00,3/8/2022 7:55,4.9,4,TF,dil,N,b,b,>0&<200,180,6,1,0.865,2.179,23.6,14.7,0.98,0.9,NaN,NaN,NaN,NaN,NaN,NaN
20220307,3/7/2022 7:00,3/7/2022 10:00,3/8/2022 7:55,4.9,4,TF,dil,N,b,c,>0&<200,180,6,1,0.865,2.179,21.3,13.3,0.98,0.9,NaN,NaN,NaN,NaN,NaN,NaN
20220307,3/7/2022 7:00,3/7/2022 10:00,3/8/2022 7:55,4.9,4,TF,wsw,NoN,a,a,>0&<200,180,6,1,0.865,2.179,88.4,51,0.98,0.9,NaN,NaN,NaN,NaN,NaN,NaN
20220307,3/7/2022 7:00,3/7/2022 10:00,3/8/2022 7:55,4.9,4,TF,wsw,NoN,a,b,>0&<200,180,6,1,0.865,2.179,82.4,46.9,0.98,0.9,NaN,NaN,NaN,NaN,NaN,NaN
20220307,3/7/2022 7:00,3/7/2022 10:00,3/8/2022 7:55,4.9,4,TF,wsw,NoN,a,c,>0&<200,180,6,1,0.865,2.179,80.1,47,0.98,0.9,NaN,NaN,NaN,NaN,NaN,NaN
20220307,3/7/2022 7:00,3/7/2022 10:00,3/8/2022 7:55,4.9,4,TF,wsw,NoN,b,a,>0&<200,180,6,1,0.865,2.179,86.4,50.5,0.98,0.9,NaN,NaN,NaN,NaN,NaN,NaN
